影片鍵,發布日期,格式鍵,類型鍵,系列鍵,業配判定鍵,觀看數,按讚數,留言數
581,2014-12-20,1,6,0,1,32065,70,14
582,2014-12-27,1,6,0,1,34511,85,4
583,2014-12-28,1,8,2,1,17856,65,7
584,2014-12-30,1,6,0,1,27889,51,6
585,2015-01-03,1,6,0,1,23304,65,5
586,2015-01-06,1,6,0,1,13341,30,5
587,2015-01-09,1,6,0,1,14347,24,0
588,2015-01-10,1,6,0,1,21897,83,29
589,2015-01-13,1,2,0,1,8325,22,1
590,2015-01-13,1,2,0,1,2120,12,1
591,2015-01-14,1,2,0,1,3652,12,2
592,2015-01-14,1,2,0,1,5724,12,2
593,2015-01-17,1,6,0,1,15130,63,20
594,2015-01-24,1,6,0,1,14698,16,9
595,2015-01-25,1,6,0,1,21712,72,16
596,2015-01-27,1,6,0,1,100452,236,96
597,2015-01-27,1,6,0,1,147409,368,134
598,2015-01-31,1,6,0,1,11003,39,13
599,2015-02-01,1,6,0,1,13864,24,7
600,2015-02-04,1,6,0,1,71410,149,17
601,2015-02-05,1,1,0,1,7486,27,3
602,2015-02-05,1,1,0,1,18559,75,15
603,2015-02-05,1,1,0,1,5746,14,4
604,2015-02-06,1,6,0,1,4477,17,4
605,2015-02-06,1,6,0,1,13283,30,14
606,2015-02-07,1,6,0,1,3279,24,6
607,2015-02-07,1,6,0,1,1849,9,7
608,2015-02-08,1,6,0,1,10209,32,20
609,2015-02-08,1,6,0,1,1442,9,3
610,2015-02-09,1,6,0,1,1248,5,6
611,2015-02-09,1,6,0,1,1001,8,4
612,2015-02-10,1,6,0,1,862,4,3
613,2015-02-10,1,6,0,1,1213,3,2
614,2015-02-10,1,6,0,1,33910,53,30
615,2015-02-10,1,6,0,1,640,4,0
616,2015-02-11,1,6,0,1,638,5,0
617,2015-02-11,1,6,0,1,575,5,5
618,2015-02-11,1,6,0,1,996,1,0
619,2015-02-11,1,6,0,1,727,5,1
620,2015-02-12,1,5,0,1,1393,3,1
621,2015-02-12,1,6,0,1,892,4,0
622,2015-02-12,1,6,0,1,873,7,4
623,2015-02-12,1,6,0,1,1154,6,0
624,2015-02-13,1,6,0,1,16046,28,10
625,2015-02-13,1,6,0,1,1539,2,4
626,2015-02-13,1,6,0,1,860,4,0
627,2015-02-14,1,6,0,1,1377,1,2
628,2015-02-14,1,6,0,1,8220,31,10
629,2015-02-15,1,6,0,1,10701,40,42
630,2015-02-17,1,6,0,1,12744,22,6
631,2015-02-17,1,6,0,1,44331,59,17
632,2015-02-21,1,6,0,1,6330,29,18
633,2015-02-22,1,6,0,1,11847,70,17
634,2015-02-23,1,6,0,1,5477,22,5
635,2015-02-23,1,6,0,1,32396,54,20
636,2015-02-24,1,6,0,1,1067,5,0
637,2015-02-24,1,6,0,1,1483,7,1
638,2015-02-24,1,6,0,1,1438,10,1
639,2015-02-25,1,1,0,1,1464,7,5
640,2015-02-28,1,6,0,1,1295,6,0
641,2015-02-28,1,6,0,1,668,1,0
642,2015-02-28,1,6,0,1,1014,4,0
643,2015-02-28,1,6,0,1,5700,15,8
644,2015-03-01,1,6,0,1,15275,47,25
645,2015-03-02,1,6,0,1,3673,3,5
646,2015-03-03,1,2,0,1,886,2,1
647,2015-03-03,1,2,0,1,1228,5,5
648,2015-03-03,1,6,0,1,5381,24,11
649,2015-03-03,1,2,0,1,1545,4,5
650,2015-03-03,1,2,0,1,859,2,0
651,2015-03-03,1,2,0,1,1178,3,2
652,2015-03-03,1,2,0,1,1167,3,1
653,2015-03-03,1,2,0,1,1366,4,0
654,2015-03-03,1,2,0,1,640,1,0
655,2015-03-04,1,2,0,1,1376,4,0
656,2015-03-06,1,2,0,1,2450,7,1
657,2015-03-06,1,1,0,1,7098,38,5
658,2015-03-06,1,2,0,1,2068,6,0
659,2015-03-06,1,2,0,1,2408,10,2
660,2015-03-06,1,2,0,1,1261,3,2
661,2015-03-06,1,2,0,1,1630,6,1
662,2015-03-06,1,6,0,1,83128,121,20
663,2015-03-07,1,6,0,1,111984,274,94
664,2015-03-15,1,6,0,1,34883,78,32
665,2015-03-15,1,6,0,1,17765,62,24
666,2015-03-16,1,7,0,1,2064,21,16
667,2015-03-17,1,6,0,1,19259,36,7
668,2015-03-17,1,2,0,1,1245,4,4
669,2015-03-17,1,2,0,1,1246,2,0
670,2015-03-17,1,2,0,1,1007,5,0
671,2015-03-22,1,6,0,1,17483,56,25
672,2015-03-22,1,2,0,1,1459,6,0
673,2015-03-22,1,2,0,1,1525,3,1
674,2015-03-23,1,6,0,1,22590,23,8
675,2015-03-24,1,2,0,1,2709,6,0
676,2015-03-24,1,2,0,1,2122,6,1
677,2015-03-24,1,2,0,1,1586,5,1
678,2015-03-24,1,2,0,1,1992,4,0
679,2015-03-25,1,2,0,1,12972,40,32
680,2015-03-26,1,6,0,1,2016,9,0
681,2015-03-29,1,6,0,1,1123,6,3
682,2015-03-29,1,6,0,1,842,3,1
683,2015-03-30,1,5,0,1,20216,36,8
684,2015-03-30,1,6,0,1,7562,26,8
685,2015-03-30,1,6,0,1,2359,5,2
686,2015-03-31,1,2,0,1,1140,1,2
687,2015-03-31,1,6,0,1,7491,6,4
688,2015-03-31,1,2,0,1,585,0,2
689,2015-03-31,1,6,0,1,3828,3,2
690,2015-03-31,1,2,0,1,1277,0,1
691,2015-03-31,1,2,0,1,1274,3,1
692,2015-03-31,1,8,2,1,5653,27,9
693,2015-04-02,1,2,0,1,4522,21,4
694,2015-04-02,1,2,0,1,1400,9,0
695,2015-04-02,1,6,0,1,758,3,0
696,2015-04-03,1,6,0,1,2254,8,0
697,2015-04-05,1,6,0,1,21462,50,25
698,2015-04-09,1,2,0,1,3316,10,3
699,2015-04-09,1,2,0,1,1710,6,0
700,2015-04-09,1,6,0,1,1013,5,1
701,2015-04-09,1,2,0,1,1500,0,0
702,2015-04-10,1,6,0,1,39116,63,32
703,2015-04-10,1,6,0,1,802,2,1
704,2015-04-11,1,6,0,1,15715,21,2
705,2015-04-11,1,6,0,1,632,3,0
706,2015-04-12,1,6,0,1,28305,83,37
707,2015-04-16,1,6,0,1,6805,31,8
708,2015-04-16,1,6,0,1,26587,123,24
709,2015-04-17,1,6,0,1,5193,20,2
710,2015-04-17,1,6,0,1,6751,25,5
711,2015-04-17,1,6,0,1,2917,10,1
712,2015-04-18,1,6,0,1,2737,11,3
713,2015-04-19,1,6,0,1,2050,11,3
714,2015-04-19,1,6,0,1,13864,44,7
715,2015-04-19,1,6,0,1,4042,18,1
716,2015-04-19,1,6,0,1,10770,35,12
717,2015-04-20,1,6,0,1,2553,11,2
718,2015-04-20,1,6,0,1,5228,14,5
719,2015-04-22,1,6,0,1,71221,576,94
720,2015-05-04,1,6,0,1,5489,21,4
721,2015-05-05,1,6,0,1,3046,21,3
722,2015-05-06,1,6,0,1,3584,12,1
723,2015-05-06,1,6,0,1,1705,7,1
724,2015-05-07,1,6,0,1,2699,13,2
725,2015-05-07,1,6,0,1,2782,11,1
726,2015-05-09,1,6,0,1,1438,4,0
727,2015-05-09,1,6,0,1,1952,8,2
728,2015-05-09,1,6,0,1,3312,16,1
729,2015-05-10,1,6,0,1,1553,5,2
730,2015-05-10,1,6,0,1,6238,38,6
731,2015-05-11,1,6,0,1,4533,33,2
732,2015-05-12,1,6,0,1,1924,11,2
733,2015-05-12,1,6,0,1,1602,5,1
734,2015-05-13,1,2,0,1,1097,2,1
735,2015-05-13,1,6,0,1,1760,6,0
736,2015-05-13,1,2,0,1,1122,2,1
737,2015-05-13,1,2,0,1,948,0,0
738,2015-05-13,1,2,0,1,1947,2,1
739,2015-05-13,1,2,0,1,1514,2,0
740,2015-05-13,1,2,0,1,1317,2,0
741,2015-05-13,1,2,0,1,738,5,1
742,2015-05-13,1,2,0,1,1081,2,0
743,2015-05-13,1,2,0,1,752,5,0
744,2015-05-14,1,6,0,1,2353,6,1
745,2015-05-15,1,6,0,1,1710,8,1
746,2015-05-15,1,6,0,1,1886,8,1
747,2015-05-16,1,6,0,1,4409,15,1
748,2015-05-16,1,6,0,1,63791,49,21
749,2015-05-18,1,6,0,1,19048,21,4
750,2015-05-18,1,6,0,1,1987,9,1
751,2015-05-20,1,1,0,1,2044,8,3
752,2015-05-21,1,6,0,1,4459,27,4
753,2015-05-23,1,6,0,1,6004,15,4
754,2015-05-23,1,1,0,1,681,6,1
755,2015-05-23,1,5,0,1,2052,20,1
756,2015-05-24,1,1,0,1,5672,36,14
757,2015-05-24,1,6,0,1,1640,12,0
758,2015-05-24,1,5,0,1,3356,21,0
759,2015-05-25,1,1,0,1,738,9,0
760,2015-05-25,1,6,0,1,2757,7,1
761,2015-05-25,1,6,0,1,2557,9,1
762,2015-05-26,1,5,0,1,4087,19,1
763,2015-05-29,1,1,0,1,3324,34,4
764,2015-06-01,1,6,0,1,28546,42,21
765,2015-06-01,1,5,0,1,2550,12,1
766,2015-06-02,1,6,0,1,14931,94,9
767,2015-06-03,1,6,0,1,6600,31,5
768,2015-06-03,1,6,0,1,1487,9,0
769,2015-06-03,1,6,0,1,10197,53,4
770,2015-06-04,1,6,0,1,8763,27,9
771,2015-06-04,1,7,0,1,760,3,1
772,2015-06-05,1,6,0,1,16840,15,5
773,2015-06-05,1,6,0,1,3382,17,11
774,2015-06-06,1,7,0,1,1805,14,1
775,2015-06-07,1,6,0,1,6350,28,1
776,2015-06-07,1,7,0,1,2730,10,1
777,2015-06-08,1,7,0,1,1912,9,3
778,2015-06-08,1,6,0,1,8664,41,3
779,2015-06-09,1,6,0,1,4961,14,3
780,2015-06-09,1,7,0,1,1247,14,1
781,2015-06-10,1,6,0,1,1812,12,1
782,2015-06-13,1,6,0,1,6790,17,2
783,2015-06-13,1,6,0,1,11795,38,24
784,2015-06-14,1,6,0,1,7687,35,6
785,2015-06-15,1,7,0,1,999,8,0
786,2015-06-16,1,6,0,1,1193,2,0
787,2015-06-16,1,6,0,1,1091,1,1
788,2015-06-17,1,7,0,1,902,9,0
789,2015-06-17,1,6,0,1,20395,95,19
790,2015-06-18,1,6,0,1,9440,36,7
791,2015-06-19,1,7,0,1,1000,7,4
792,2015-06-19,1,7,0,1,1810,8,3
793,2015-06-19,1,7,0,1,3084,35,4
794,2015-06-21,1,6,0,1,6760,26,2
795,2015-06-22,1,6,0,1,2917,17,7
796,2015-06-22,1,6,0,1,6403,23,1
797,2015-06-23,1,6,0,1,885,3,2
798,2015-06-24,1,6,0,1,558,2,0
799,2015-06-24,1,1,0,1,4359,21,1
800,2015-06-25,1,6,0,1,509,2,0
801,2015-06-25,1,6,0,1,637,6,1
802,2015-06-25,1,6,0,1,10570,18,8
803,2015-06-25,1,6,0,1,13718,28,1
804,2015-06-26,1,6,0,1,536,2,0
805,2015-06-27,1,6,0,1,12565,17,3
806,2015-06-27,1,6,0,1,6183,17,6
807,2015-06-27,1,6,0,1,467,2,1
808,2015-06-28,1,6,0,1,23637,34,13
809,2015-06-28,1,6,0,1,503,4,0
810,2015-06-28,1,6,0,1,2671,9,1
811,2015-06-28,1,6,0,1,10357,49,6
812,2015-06-29,1,6,0,1,19974,19,8
813,2015-06-29,1,6,0,1,1881,5,0
814,2015-06-29,1,6,0,1,2098,10,1
815,2015-06-29,1,6,0,1,3632,18,4
816,2015-06-30,1,6,0,1,2566,14,0
817,2015-06-30,1,6,0,1,2455,13,0
818,2015-07-01,1,6,0,1,5256,15,0
819,2015-07-01,1,6,0,1,484,2,0
820,2015-07-03,1,6,0,1,5412,21,2
821,2015-07-04,1,6,0,1,7103,25,6
822,2015-07-05,1,6,0,1,1415,5,2
823,2015-07-05,1,6,0,1,2157,15,1
824,2015-07-05,1,6,0,1,9440,63,5
825,2015-07-06,1,6,0,1,3874,16,2
826,2015-07-06,1,6,0,1,2842,12,4
827,2015-07-07,1,6,0,1,481,1,0
828,2015-07-07,1,6,0,1,2167,9,2
829,2015-07-08,1,6,0,1,436,1,1
830,2015-07-10,1,6,0,1,448,1,0
831,2015-07-10,1,6,0,1,4831,12,0
832,2015-07-10,1,6,0,1,17647,43,10
833,2015-07-11,1,6,0,1,1273,9,0
834,2015-07-11,1,6,0,1,3986,6,1
835,2015-07-11,1,6,0,1,3629,8,0
836,2015-07-12,1,6,0,1,3471,4,1
837,2015-07-12,1,6,0,1,3577,5,0
838,2015-07-13,1,6,0,1,2675,4,0
839,2015-07-13,1,6,0,1,2857,2,1
840,2015-07-13,1,6,0,1,3190,4,0
841,2015-07-13,1,6,0,1,3222,6,0
842,2015-07-14,1,6,0,1,2904,5,3
843,2015-07-14,1,6,0,1,2944,5,0
844,2015-07-14,1,6,0,1,3193,6,1
845,2015-07-14,1,6,0,1,3798,7,5
846,2015-07-14,1,6,0,1,5057,9,2
847,2015-07-15,1,6,0,1,7773,28,15
848,2015-07-16,1,6,0,1,85707,339,67
849,2015-07-18,1,6,0,1,571,0,2
850,2015-07-19,1,6,0,1,2355,19,0
851,2015-07-19,1,6,0,1,1484,4,0
852,2015-07-19,1,6,0,1,2589,11,1
853,2015-07-19,1,6,0,1,9896,41,13
854,2015-07-19,1,6,0,1,4006,16,3
855,2015-07-20,1,7,0,1,1488,5,3
856,2015-07-21,1,6,0,1,2501,27,3
857,2015-07-21,1,6,0,1,4855,16,2
858,2015-07-22,1,2,0,1,2532,15,1
859,2015-07-27,1,6,0,1,20533,111,12
860,2015-07-27,1,6,0,1,7668,55,3
861,2015-07-28,1,6,0,1,6263,47,3
862,2015-07-28,1,6,0,1,40808,316,37
863,2015-07-29,1,6,0,1,10829,79,9
864,2015-07-29,1,6,0,1,294,3,2
865,2015-07-29,1,6,0,1,357,3,0
866,2015-07-29,1,6,0,1,364,2,0
867,2015-07-29,1,6,0,1,5698,38,10
868,2015-07-30,1,2,0,1,1690,9,0
869,2015-07-30,1,2,0,1,2123,11,6
870,2015-07-31,1,6,0,1,4370,47,7
871,2015-07-31,1,6,0,1,6289,45,6
872,2015-07-31,1,6,0,1,10360,22,10
873,2015-07-31,1,6,0,1,6351,13,1
874,2015-08-01,1,6,0,1,4958,4,0
875,2015-08-01,1,6,0,1,4364,8,1
876,2015-08-01,1,6,0,1,4515,7,2
877,2015-08-02,1,6,0,1,3714,5,0
878,2015-08-02,1,6,0,1,4458,9,1
879,2015-08-02,1,6,0,1,4198,11,0
880,2015-08-02,1,6,0,1,3543,6,0
881,2015-08-04,1,6,0,1,3127,10,2
882,2015-08-04,1,6,0,1,2767,6,0
883,2015-08-04,1,6,0,1,4357,6,3
884,2015-08-05,1,6,0,1,2225,2,1
885,2015-08-05,1,6,0,1,2617,3,0
886,2015-08-05,1,6,0,1,3778,6,9
887,2015-08-05,1,6,0,1,2435,7,0
888,2015-08-06,1,6,0,1,2937,3,2
889,2015-08-06,1,6,0,1,3047,4,1
890,2015-08-06,1,6,0,1,2398,2,0
891,2015-08-06,1,6,0,1,3465,4,2
892,2015-08-06,1,6,0,1,2371,4,0
893,2015-08-08,1,6,0,1,4838,5,3
894,2015-08-08,1,6,0,1,3544,9,0
895,2015-08-08,1,6,0,1,6650,12,1
896,2015-08-08,1,6,0,1,7388,9,3
897,2015-08-08,1,6,0,1,3877,4,2
898,2015-08-08,1,6,0,1,5862,5,3
899,2015-08-08,1,6,0,1,18449,35,8
900,2015-08-08,1,6,0,1,4131,6,2
901,2015-08-18,1,6,0,1,9527,17,12
902,2015-08-18,1,6,0,1,4521,5,5
903,2015-08-18,1,6,0,1,4898,10,2
904,2015-08-18,1,6,0,1,2671,7,3
905,2015-08-19,1,6,0,1,1876,3,0
906,2015-08-19,1,6,0,1,5996,38,2
907,2015-08-19,1,6,0,1,1755,9,0
908,2015-08-19,1,6,0,1,1433,7,0
909,2015-08-20,1,4,0,3,22308,125,13
910,2015-08-22,1,6,0,1,968,6,4
911,2015-08-22,1,6,0,1,1530,5,1
912,2015-08-22,1,6,0,1,1136,3,0
913,2015-08-22,1,6,0,1,866,4,2
914,2015-08-23,1,6,0,1,799,5,1
915,2015-08-23,1,6,0,1,763,3,1
916,2015-08-23,1,6,0,1,1269,6,2
917,2015-08-23,1,6,0,1,788,3,0
918,2015-08-23,1,6,0,1,1286,5,0
919,2015-08-23,1,6,0,1,742,4,1
920,2015-08-26,1,6,0,1,3910,17,1
921,2015-08-26,1,6,0,1,3747,10,5
922,2015-08-26,1,6,0,1,3498,19,15
923,2015-08-26,1,6,0,1,3155,15,0
924,2015-08-26,1,6,0,1,3215,13,7
925,2015-08-26,1,6,0,1,7265,38,5
926,2015-08-26,1,6,0,1,2847,15,2
927,2015-08-26,1,6,0,1,4239,16,3
928,2015-08-26,1,6,0,1,4192,21,1
929,2015-08-26,1,6,0,1,2974,16,6
930,2015-08-26,1,6,0,1,2948,13,0
931,2015-08-26,1,6,0,1,3828,14,4
932,2015-08-27,1,8,2,1,2465,19,3
933,2015-08-30,1,7,3,1,1371,8,1
934,2015-08-30,1,7,3,1,1052,9,0
935,2015-08-30,1,7,3,1,1548,5,1
936,2015-09-04,1,6,0,1,1243,7,4
937,2015-09-04,1,7,3,1,526,5,0
938,2015-09-04,1,7,3,1,3766,18,3
939,2015-09-08,1,6,0,1,1622,4,0
940,2015-09-08,1,6,0,1,1615,5,0
941,2015-09-08,1,6,0,1,4326,21,5
942,2015-09-09,1,6,0,1,826,3,0
943,2015-09-09,1,6,0,1,933,5,1
944,2015-09-09,1,6,0,1,1347,3,0
945,2015-09-09,1,6,0,1,1035,3,1
946,2015-09-11,1,6,0,1,755,1,1
947,2015-09-11,1,6,0,1,907,8,0
948,2015-09-11,1,6,0,1,854,6,0
949,2015-09-14,1,6,0,1,905,4,0
950,2015-09-14,1,6,0,1,984,2,0
951,2015-09-14,1,6,0,1,754,3,0
952,2015-09-17,1,6,0,1,1049,2,0
953,2015-09-17,1,6,0,1,890,2,0
954,2015-09-17,1,6,0,1,731,3,0
955,2015-09-17,1,6,0,1,2960,8,2
956,2015-09-20,1,8,2,1,3988,41,5
957,2015-09-23,1,6,0,1,2018,4,0
958,2015-09-23,1,6,0,1,2933,9,0
959,2015-09-23,1,6,0,1,1840,4,1
960,2015-09-23,1,6,0,1,5987,22,3
961,2015-09-24,1,6,0,1,1617,3,2
962,2015-09-24,1,6,0,1,1798,3,0
963,2015-09-24,1,6,0,1,1618,2,0
964,2015-09-24,1,6,0,1,1360,3,1
965,2015-09-24,1,6,0,1,1362,2,0
966,2015-09-24,1,6,0,1,1383,3,0
967,2015-09-24,1,6,0,1,1466,3,0
968,2015-09-26,1,6,0,1,1724,2,0
969,2015-09-26,1,6,0,1,869,4,1
970,2015-09-26,1,7,3,1,5296,55,5
971,2015-09-28,1,6,0,1,1198,1,0
972,2015-09-28,1,6,0,1,1335,3,0
973,2015-09-28,1,6,0,1,1844,7,2
974,2015-09-29,1,6,0,1,1756,6,3
975,2015-09-30,1,4,0,1,19360,77,14
976,2015-10-01,1,6,0,1,1556,3,1
977,2015-10-02,1,6,0,1,1395,5,0
978,2015-10-03,1,6,0,1,72050,267,22
979,2015-10-03,1,6,0,1,2198,9,1
980,2015-10-05,1,6,0,1,3413,10,3
981,2015-10-06,1,6,0,1,101314,587,112
982,2015-10-07,1,6,0,1,8871,43,13
983,2015-10-07,1,7,3,1,137878,1446,247
984,2015-10-07,1,6,0,1,3802,15,1
985,2015-10-08,1,6,0,1,26440,207,47
986,2015-10-08,1,6,0,1,1856,6,1
987,2015-10-08,1,6,0,1,4001,12,1
988,2015-10-10,1,6,0,1,1413,8,0
989,2015-10-10,1,6,0,1,1390,3,0
990,2015-10-12,1,6,0,1,2720,8,0
991,2015-10-12,1,6,0,1,1246,7,0
992,2015-10-13,1,6,0,1,2715,4,1
993,2015-10-13,1,6,0,1,2242,7,0
994,2015-10-14,1,6,0,1,1616,4,0
995,2015-10-14,1,6,0,1,1754,3,1
996,2015-10-14,1,6,0,1,1857,4,0
997,2015-10-16,1,6,0,1,1586,4,0
998,2015-10-16,1,6,0,1,2629,11,3
999,2015-10-20,1,6,0,1,1398,5,1
1000,2015-10-20,1,6,0,1,1542,3,2
1001,2015-10-22,1,6,0,1,1506,3,0
1002,2015-10-22,1,6,0,1,4193,20,1
1003,2015-10-22,1,6,0,1,1671,3,0
1004,2015-10-22,1,6,0,1,1337,2,0
1005,2015-10-23,1,6,0,1,2483,9,0
1006,2015-10-23,1,6,0,1,3344,18,1
1007,2015-10-23,1,6,0,1,3368,13,3
1008,2015-10-23,1,6,0,1,9592,41,7
1009,2015-10-23,1,6,0,1,3082,5,13
1010,2015-10-23,1,7,3,1,12598,45,6
1011,2015-10-24,1,6,0,1,964,4,0
1012,2015-10-24,1,6,0,1,2630,9,1
1013,2015-10-24,1,6,0,1,1577,17,5
1014,2015-10-24,1,6,0,1,2111,7,0
1015,2015-10-24,1,6,0,1,1241,8,1
1016,2015-10-26,1,6,0,1,1898,2,0
1017,2015-10-26,1,6,0,1,2129,3,2
1018,2015-10-28,1,6,0,1,1393,4,3
1019,2015-10-28,1,6,0,1,1668,5,5
1020,2015-10-28,1,6,0,1,1421,3,2
1021,2015-10-29,1,6,0,1,2628,17,3
1022,2015-10-29,1,6,0,1,1294,5,0
1023,2015-10-29,1,6,0,1,1548,7,0
1024,2015-11-03,1,6,0,1,13576,84,22
1025,2015-11-04,1,6,0,1,1649,3,0
1026,2015-11-04,1,6,0,1,1649,3,0
1027,2015-11-07,1,6,0,1,1235,2,0
1028,2015-11-07,1,6,0,1,1173,1,0
1029,2015-11-09,1,6,0,1,2195000,3358,173
1030,2015-11-10,1,6,0,1,4637,9,1
1031,2015-11-10,1,6,0,1,6120,2,2
1032,2015-11-10,1,6,0,1,4905,4,4
1033,2015-11-10,1,6,0,1,12413,17,0
1034,2015-11-12,1,6,0,1,3195,7,2
1035,2015-11-12,1,6,0,1,3441,7,0
1036,2015-11-13,1,8,2,1,3128,19,2
1037,2015-11-14,1,6,0,1,2827,3,2
1038,2015-11-14,1,6,0,1,2811,3,1
1039,2015-11-17,1,6,0,1,2123,1,0
1040,2015-11-17,1,6,0,1,3616,9,2
1041,2015-11-17,1,6,0,1,1788,3,0
1042,2015-11-18,1,6,0,1,3580,10,3
1043,2015-11-18,1,6,0,1,1564,9,0
1044,2015-11-18,1,6,0,1,990,3,0
1045,2015-11-19,1,6,0,1,1789,7,1
1046,2015-11-19,1,6,0,1,7383,32,0
1047,2015-11-19,1,6,0,1,1937,7,0
1048,2015-11-19,1,6,0,1,1868,3,1
1049,2015-11-20,1,6,0,1,2310,6,1
1050,2015-11-20,1,6,0,1,1789,5,2
1051,2015-11-20,1,6,0,1,922,4,3
1052,2015-11-23,1,6,0,1,1296,3,0
1053,2015-11-23,1,6,0,1,1168,4,1
1054,2015-11-25,1,6,0,1,1126,2,1
1055,2015-11-25,1,6,0,1,1221,2,2
1056,2015-11-25,1,6,0,1,1374,3,0
1057,2015-11-25,1,6,0,1,1388,7,0
1058,2015-11-25,1,1,0,1,5197,26,15
1059,2015-11-28,1,6,0,1,1351,1,0
1060,2015-11-28,1,6,0,1,1154,1,1
1061,2015-11-28,1,6,0,1,1233,2,0
1062,2015-11-28,1,6,0,1,1221,4,0
1063,2015-12-02,1,6,0,1,1089,5,1
1064,2015-12-02,1,6,0,1,964,0,0
1065,2015-12-02,1,6,0,1,1057,2,0
1066,2015-12-02,1,6,0,1,961,6,1
1067,2015-12-04,1,6,0,1,1045,3,1
1068,2015-12-04,1,6,0,1,1910,6,4
1069,2015-12-05,1,6,0,1,1783,7,3
1070,2015-12-05,1,6,0,1,4612,21,2
1071,2015-12-06,1,8,2,1,3330,15,7
1072,2015-12-06,1,6,0,1,1471,8,3
1073,2015-12-08,1,6,0,1,1101,3,0
1074,2015-12-08,1,6,0,1,947,3,0
1075,2015-12-08,1,6,0,1,906,3,0
1076,2015-12-08,1,6,0,1,977,1,0
1077,2015-12-08,1,6,0,1,1103,3,0
1078,2015-12-08,1,6,0,1,1059,4,0
1079,2015-12-08,1,6,0,1,1047,2,2
1080,2015-12-13,1,6,0,1,1004,5,2
1081,2015-12-13,1,6,0,1,813,1,1
1082,2015-12-13,1,6,0,1,777,1,0
1083,2015-12-13,1,6,0,1,674,1,0
1084,2015-12-13,1,6,0,1,860,2,0
1085,2015-12-15,1,6,0,1,11263,29,6
1086,2015-12-15,1,6,0,1,879,3,2
1087,2015-12-15,1,6,0,1,4777,15,3
1088,2015-12-16,1,6,0,1,3043,9,0
1089,2015-12-16,1,6,0,1,3362,5,2
1090,2015-12-16,1,6,0,1,2940,7,1
1091,2015-12-18,1,6,0,1,6711,16,2
1092,2015-12-18,1,6,0,1,13139,19,0
1093,2015-12-18,1,6,0,1,3883,8,2
1094,2015-12-18,1,6,0,1,3438,6,0
1095,2015-12-20,1,6,0,1,2450,6,0
1096,2015-12-20,1,6,0,1,2206,4,0
1097,2015-12-22,1,6,0,1,2453,7,1
1098,2015-12-22,1,6,0,1,2256,6,0
1099,2015-12-22,1,6,0,1,2809,7,0
1100,2015-12-22,1,6,0,1,2527,4,1
1101,2015-12-22,1,6,0,1,2368,2,0
1102,2015-12-22,1,1,0,1,14780,114,16
1103,2015-12-25,1,6,0,1,6148,9,2
1104,2015-12-25,1,6,0,1,2237,4,1
1105,2015-12-25,1,6,0,1,3136,8,1
1106,2015-12-25,1,6,0,1,2478,8,0
1107,2015-12-25,1,6,0,1,3214,4,0
1108,2015-12-25,1,6,0,1,2168,5,1
1109,2015-12-28,1,6,0,1,2458,3,2
1110,2015-12-28,1,6,0,1,1837,4,0
1111,2015-12-29,1,6,0,1,1726,4,0
1112,2015-12-29,1,6,0,1,1968,6,0
1113,2015-12-29,1,6,0,1,2199,10,0
1114,2015-12-29,1,6,0,1,8249,31,0
1115,2016-01-02,1,6,0,1,2001,4,3
1116,2016-01-02,1,6,0,1,1992,5,3
1117,2016-01-02,1,6,0,1,2370,1,0
1118,2016-01-02,1,6,0,1,1701,2,1
1119,2016-01-02,1,6,0,1,2048,2,0
1120,2016-01-02,1,6,0,1,1559,3,0
1121,2016-01-07,1,6,0,1,1509,3,0
1122,2016-01-07,1,6,0,1,1761,3,1
1123,2016-01-07,1,6,0,1,1777,3,0
1124,2016-01-07,1,6,0,1,2905,8,1
1125,2016-01-07,1,6,0,1,1415,1,0
1126,2016-01-07,1,6,0,1,1598,3,0
1127,2016-01-07,1,6,0,1,1714,3,0
1128,2016-01-08,1,6,0,1,2759,9,1
1129,2016-01-08,1,6,0,1,2091,2,0
1130,2016-01-12,1,6,0,1,2603,8,1
1131,2016-01-12,1,6,0,1,3544,11,0
1132,2016-01-12,1,6,0,1,11463,34,14
1133,2016-01-12,1,6,0,1,2363,7,0
1134,2016-01-12,1,6,0,1,3847,7,0
1135,2016-01-13,1,6,0,1,2330,6,0
1136,2016-01-13,1,6,0,1,2105,5,1
1137,2016-01-13,1,6,0,1,1978,6,2
1138,2016-01-13,1,6,0,1,2712,4,1
1139,2016-01-16,1,6,0,1,1786,4,1
1140,2016-01-16,1,6,0,1,2004,4,0
1141,2016-01-16,1,6,0,1,2430,5,0
1142,2016-01-16,1,6,0,1,1771,4,0
1143,2016-01-16,1,6,0,1,1632,5,0
1144,2016-01-16,1,6,0,1,2338,8,0
1145,2016-01-22,1,6,0,1,3600,12,1
1146,2016-01-22,1,6,0,1,4464,7,0
1147,2016-01-22,1,6,0,1,2692,9,2
1148,2016-01-22,1,6,0,1,2417,3,1
1149,2016-01-22,1,6,0,1,4107,10,0
1150,2016-01-22,1,6,0,1,3783,19,6
1151,2016-01-22,1,6,0,1,94795,247,31
1152,2016-01-22,1,6,0,1,4462,10,1
1153,2016-01-22,1,6,0,1,12091,29,6
1154,2016-01-24,1,6,0,1,36456,63,25
1155,2016-01-24,1,6,0,1,4703,12,0
1156,2016-01-24,1,6,0,1,27322,52,4
1157,2016-01-24,1,6,0,1,30566,64,12
